id,Ime,Kraj,Drzava,Starost,Telefon,datum_vloge
291075,Allie Khristoforov,Marseille,France,19,(827) 7022117,02/03/2014
946662,Lurlene Canacott,Almodôvar,Portugal,33,(328) 6673225,10/05/2016
158482,Davidson Spinke,Cherga,Russia,20,(419) 3969575,04/05/2016
999730,Gwendolyn Fraczak,Souto do Meio,Portugal,63,(639) 8698091,27/07/2006
005499,Alexandr Stephens,Kičevo,Macedonia,61,(795) 1971496,29/06/2011
843544,Eudora Timlett,Nikísiani,Greece,19,(461) 4945983,11/08/2008
254841,Frayda Ackenhead,Waśniów,Poland,25,(102) 9298813,29/08/2004
618092,Nicholas Hutchings,Diveyevo,Russia,29,(480) 3088450,17/09/2014
384988,Petunia Garton,Khanino,Russia,33,(188) 3464131,03/10/2002
952367,Noemi Taree,Lescar,France,18,(482) 4819868,09/09/2004
807578,Benedetto Cleyburn,Luleå,Sweden,19,(892) 8167205,25/09/2007
975091,Elke Scollard,Stuttgart Stuttgart-Mitte,Germany,27,(530) 3935412,22/11/2002
759673,Kim Whiffen,Karlskoga,Sweden,54,(706) 8053800,17/11/2007
299837,Olenka Jennins,Gložan,Serbia,62,(905) 6660004,29/05/2014
639094,Andy Gibbons,Lescar,France,44,(284) 9174370,11/05/2007
357916,Linet Adamowicz,Cerklje na Gorenjskem,Slovenia,56,(296) 7884825,17/04/2014
849291,Kara Loughney,Mirkovci,Croatia,48,(958) 7467780,17/01/2011
527444,Samaria Castagnasso,Próchoma,Greece,60,(149) 4143853,06/05/2018
863290,Tawnya Danigel,Dalsjöfors,Sweden,18,(748) 6894529,06/09/2003
361984,Stafani Ungaretti,Samagaltay,Russia,49,(671) 6415861,24/11/2018
677361,Iver Paty,Ribeirinha,Portugal,19,(702) 8506733,22/05/2018
072789,Sheridan Brouard,Masis,Armenia,45,(332) 4370935,10/09/2006
874075,Cord Firmage,Soledar,Ukraine,20,(645) 3113888,24/10/2014
124123,Sapphira Cotterill,Kuloy,Russia,30,(343) 2344512,23/04/2004
064143,Der Dubose,Dachnoye,Russia,61,(536) 7266482,07/09/2013
015869,Marje Jefferies,Repki,Poland,48,(536) 5740832,03/01/2003
204781,Aldon Petrushanko,Rožmitál pod Třemšínem,Czech Republic,37,(521) 3377133,24/09/2015
008997,Baron Gutierrez,Mosteiro,Portugal,52,(766) 8336615,16/07/2001
839680,Trumann Pietzner,Nishor,Kosovo,30,(649) 9329020,20/05/2012
353608,Engelbert Delahunty,Rychtal,Poland,18,(249) 6287334,01/02/2013
872230,Ardyth Schwanden,Barra Cheia,Portugal,18,(538) 6611360,12/04/2017
901097,Jocelin Danilenko,Blois,France,49,(534) 5416295,27/11/2018
375674,Bobine Gelling,Devnya,Bulgaria,50,(697) 7295825,01/02/2008
294928,Kamila Aguirrezabala,Pégeia,Cyprus,38,(218) 3345027,15/07/2010
257371,Shae Huttley,Trostyanets’,Ukraine,48,(277) 7160428,12/04/2010
207653,Justinian Byrom,Kupchino,Russia,44,(803) 2487900,07/04/2009
622440,Milli Dunnet,Anáfi,Greece,27,(696) 1916665,25/11/2015
477122,Francine Fessions,Wołczyn,Poland,39,(671) 1491133,07/08/2004
436736,Salomon Vedenyakin,Dondar Quşçu,Azerbaijan,33,(921) 6514454,20/09/2006
594616,Rayner Rubery,Novokizhinginsk,Russia,40,(674) 7019556,21/05/2006
949778,Marti O' Driscoll,Sv. Trojica v Slov. Goricah,Slovenia,50,(265) 2570244,23/09/2011
932303,Florentia Plomer,Otwock,Poland,52,(791) 4852391,01/06/2006
396482,Cara Loney,Serov,Russia,38,(105) 6865869,17/04/2011
977804,Iolanthe Stuehmeier,Stockholm,Sweden,51,(525) 1805141,17/11/2003
410782,Ettie Glanders,Villejuif,France,24,(549) 9196493,31/01/2014
709817,Boyce Skelhorn,Sudogda,Russia,39,(434) 4162128,11/07/2015
026163,Godfry Ebbers,Enschede,Netherlands,24,(241) 3018916,27/07/2004
113344,Murdoch Klimowski,Nancy,France,49,(786) 6904885,30/11/2006
959418,Arielle Spearing,Duisburg,Germany,29,(967) 4665851,26/06/2004
645079,Laurena McMorland,Cahul,Moldova,31,(126) 6369320,05/05/2015
868782,Cathyleen Powter,Sulbiny Górne,Poland,43,(529) 7301590,13/04/2018
077508,Rebecka Dulson,Stanisław Dolny,Poland,21,(997) 1902707,16/08/2009
534647,Robbert Lambird,Harstad,Norway,25,(476) 3928433,28/02/2002
925020,Pippa Tomlinson,Schengen,Luxembourg,65,(803) 8626714,09/04/2018
508118,Sloan McQuaker,Radostowice,Poland,47,(180) 8528095,01/02/2007
012382,Marchall Rival,Milano,Italy,61,(424) 2386704,02/08/2011
058803,Wylma Togher,Borowno,Poland,59,(914) 5765350,08/07/2000
241560,Merline Gai,Verkhnevilyuysk,Russia,61,(421) 6015537,13/11/2007
255686,Damiano Escalero,Cergy-Pontoise,France,18,(735) 5141024,16/10/2000
678039,Brigg Pirazzi,Fristad,Sweden,62,(258) 5403852,28/03/2016
600923,Lotti Krimmer,Špišić-Bukovica,Croatia,63,(707) 6809129,06/07/2018
174438,Keelby Denyer,Mostek,Czech Republic,55,(920) 6688322,29/05/2005
982713,Marlowe Gilbard,Huddinge,Sweden,21,(112) 5768278,12/03/2004
956598,Glen Crowcroft,Sośnicowice,Poland,65,(504) 3239296,27/12/2006
261348,Aila Rose,Geoktschai,Azerbaijan,51,(490) 5328860,26/11/2010
860352,Donna Duffy,Kuče,Croatia,43,(827) 6896982,25/07/2004
549306,Hank Rasor,Vilhelmina,Sweden,32,(877) 5091270,01/11/2009
622253,Gil Lafflin,Båstad,Sweden,25,(262) 9904282,15/05/2011
631427,Filide Chesshire,Gif-sur-Yvette,France,21,(748) 3429992,07/04/2005
765521,Brig Queenborough,Candoso,Portugal,53,(740) 9178449,22/05/2010
023989,Torr Summergill,Dean,United Kingdom,63,(898) 5885712,03/04/2002
252867,Juli Mapletoft,Izborsk,Russia,35,(948) 4662804,11/02/2003
599581,Wes Costelow,Malko Tŭrnovo,Bulgaria,38,(266) 2264503,27/02/2016
792317,Jory Pomphrett,Rila,Bulgaria,26,(758) 2265251,10/02/2015
735129,Whit Bigglestone,Plérin,France,46,(443) 6972600,12/07/2011
217491,Edwin Vanichkin,Kyrylivka,Ukraine,30,(359) 4131778,27/01/2011
213673,Hagen McCaskell,Kranj,Slovenia,30,(303) 2025985,29/08/2006
185603,Yorke MacPhail,Strazhitsa,Bulgaria,19,(616) 9959235,18/10/2012
849468,Miranda McDonogh,Lyuboml’,Ukraine,26,(201) 8078715,04/02/2003
542142,Jordon Pellatt,Épinal,France,63,(907) 7041837,19/08/2010
846702,Gabriella Dwyr,Miedzichowo,Poland,30,(988) 8545420,14/03/2018
621032,Nathanil Berkely,Hołoby,Ukraine,63,(140) 9790477,21/06/2011
865683,Neale Redwing,Pamplona/Iruña,Spain,33,(491) 6823062,05/11/2016
010000,Bianka Spirritt,Białobrzegi,Poland,45,(913) 3261198,11/05/2009
001241,Alexine Tetlow,Gaillac,France,26,(926) 1449926,15/03/2008
913464,Barbee Hember,Svirsk,Russia,61,(845) 4222211,03/10/2012
431594,Emmi Mobius,Zolotkovo,Russia,20,(395) 7001326,13/01/2001
476736,Mahala Rontree,Uritsk,Russia,57,(766) 2127911,29/03/2013
177541,Aurelea Gilfoy,Falköping,Sweden,62,(839) 6535856,04/08/2014
320888,Marcus Casol,Melenki,Russia,41,(118) 4940759,04/04/2002
022675,Davina Udy,Skillingaryd,Sweden,46,(967) 7832087,26/08/2010
270795,Cammy Rehn,Karadaglije,Bosnia and Herzegovina,39,(196) 7540275,21/08/2004
863103,Walker Woodroofe,Pefkochóri,Greece,34,(125) 4268691,02/06/2008
777617,Avis Wards,Saari,Finland,37,(386) 9401756,22/02/2015
300147,Samaria Calken,Tours,France,28,(515) 7751644,06/05/2001
036383,Sheba Carah,Vila Verde,Portugal,18,(773) 9596841,04/04/2013
460253,Rafi Elcombe,Cabrela,Portugal,48,(171) 7180758,02/10/2002
652847,Elise Lanegran,Chornukhy,Ukraine,41,(314) 9329230,22/11/2004
410162,Florencia Lupson,Pyskowice,Poland,40,(909) 7287830,29/02/2008
217960,Patrizia Ferraresi,Raškovice,Czech Republic,47,(604) 4556163,12/08/2005
085568,Drud Dei,Algoz,Portugal,55,(412) 2710345,08/01/2005
813417,Beilul Pourvoieur,Vyshneve,Ukraine,39,(518) 8411813,12/01/2001
767930,Persis Adicot,Boden,Sweden,43,(633) 7961208,03/03/2003
942114,Lion McAdam,Radocza,Poland,20,(416) 5646722,10/05/2006
688708,Vanessa Shellum,Normanton,United Kingdom,50,(505) 2648711,20/12/2010
033385,Rory Limpenny,Vinha,Portugal,27,(464) 8065450,05/09/2018
017716,Tremayne Ruger,Siemiątkowo,Poland,31,(122) 6752974,22/09/2003
681325,Inna Shearwood,Graz,Austria,60,(409) 4007962,11/01/2011
452983,Donni MacDowal,Nantes,France,19,(712) 9689258,10/12/2008
710921,Lexine Szymon,Berlin,Germany,57,(703) 5769508,06/03/2005
023191,Benedikta Stennett,Áno Kastrítsion,Greece,24,(302) 3776548,05/11/2013
746943,Sid Craighill,Caldelas,Portugal,61,(781) 2323146,16/12/2006
130958,Dorita Allsebrook,Arbuzynka,Ukraine,48,(546) 8784972,26/01/2002
270882,Rebekah Ziemen,Kýthnos,Greece,59,(872) 8933085,01/06/2003
315899,Cherrita Goldstone,Châteauroux,France,19,(276) 7981942,10/05/2005
983943,Claude MacRury,Aberdeen,United Kingdom,45,(206) 7262073,16/12/2017
286543,Julie Ducker,Marseille,France,64,(380) 5861105,25/02/2016
533382,Con Thomkins,Vostryakovo,Russia,51,(957) 8532569,16/11/2016
507109,Stewart Cornewell,Molchanovo,Russia,62,(402) 6070125,04/03/2018
407424,Aubrey Mathivat,Forshaga,Sweden,25,(645) 5515099,22/06/2013
727206,Harmony Pendall,Gościeradów,Poland,18,(690) 4384587,17/08/2011
326035,Concordia Stoakley,Bromölla,Sweden,31,(158) 9086039,16/09/2012
965770,Elli Eades,Noginsk-9,Russia,18,(876) 7191313,12/08/2013
581646,Carmel Dawson,Arão,Portugal,54,(711) 1521926,29/08/2009
868134,Chrissie Boorn,Miribel,France,37,(403) 6362565,29/12/2014
269637,Bret Gauford,Jagodnjak,Croatia,25,(315) 4164870,13/07/2010
936441,Bessy Trineman,Nagornyy,Russia,53,(441) 3732428,09/07/2010
639552,Starlin Mc Giffin,Ilovlya,Russia,57,(888) 6919587,30/01/2019
284527,Eb Baford,Puteaux,France,54,(863) 1429611,25/11/2002
493134,Codie Scawn,Krzemienica,Poland,44,(171) 9095013,03/04/2017
871747,Baily Clutton,Velika,Croatia,58,(401) 7290732,22/01/2011
266469,Jodee Clery,Hamburg,Germany,59,(668) 3033876,28/10/2003
617737,Candis Joutapavicius,Velké Meziříčí,Czech Republic,57,(289) 5442223,09/10/2006
132056,Corine Esom,Oslo,Norway,44,(481) 6445915,26/04/2009
976076,Cissy Filipyev,Kupino,Russia,55,(331) 4566224,20/10/2002
361191,Concordia Scard,Meruge,Portugal,23,(722) 6459999,25/12/2018
374644,Brina Beatey,Gérakas,Greece,46,(118) 4338758,28/05/2005
292511,Masha Bohlsen,Alvesta,Sweden,48,(171) 3392981,31/05/2002
975934,Maurie Luggar,Tvŭrditsa,Bulgaria,46,(878) 6018667,29/01/2016
460371,Clarita Cussen,Vysočany,Czech Republic,21,(300) 7854221,08/02/2010
878244,Gerrard Duddan,Paris 17,France,21,(638) 3371441,13/03/2012
195006,Harlan Cubbini,Gotse Delchev,Bulgaria,40,(268) 2781513,28/07/2000
064841,Wilden Beel,Linköping,Sweden,57,(733) 5653630,27/09/2007
303185,Ursala Canet,Leonárisso,Cyprus,19,(139) 4010888,18/01/2005
163893,Stace Jacquemard,Laç,Albania,19,(174) 2845869,27/06/2018
729536,Dotti Trevance,Pyhäntä,Finland,58,(353) 3915057,10/11/2003
739248,Jannelle Gravett,Koufália,Greece,46,(683) 5293319,12/06/2001
415632,Tab Niemetz,Arkhaía Kórinthos,Greece,18,(579) 3051176,24/11/2003
430381,Dick Fandrey,Kissónerga,Cyprus,34,(900) 1187561,11/04/2009
120747,Tamiko Cheake,Burgas,Bulgaria,38,(994) 3598779,19/11/2004
099926,Vinson Bottomore,Nikita,Ukraine,37,(954) 4014071,28/04/2017
529312,Eli De Haven,Paço,Portugal,44,(531) 4635320,27/01/2015
140852,Perle Swapp,Chupa,Russia,34,(428) 5817383,18/04/2005
079355,Northrop Tieman,Leeuwarden,Netherlands,63,(107) 1899947,16/03/2010
661282,Jewell Pawlata,Mykolayiv,Ukraine,42,(221) 3009645,23/08/2001
319435,Wyndham Rushforth,Oslo,Norway,57,(214) 9946593,03/07/2014
574041,Christian Massy,Orly aérogare,France,47,(635) 6521092,18/05/2010
917597,Jakob Huddy,Nantes,France,38,(574) 1804723,22/12/2002
789451,Ondrea Redhole,Szombathely,Hungary,47,(626) 5772138,17/10/2016
415247,Emmalyn Wimmers,Klenčí pod Čerchovem,Czech Republic,23,(359) 8972814,05/09/2011
724279,Rubie Motton,Kaliningrad,Russia,57,(280) 3297120,09/05/2003
867512,Gamaliel Correa,Bergamo,Italy,44,(304) 3624070,18/09/2010
820411,Hazlett Farlamb,Dobšice,Czech Republic,39,(854) 3418611,29/05/2016
556968,Danny Guyton,Spas,Ukraine,23,(287) 9176080,05/10/2004
416791,Vincent Roomes,Miechów Charsznica,Poland,24,(928) 7937814,01/02/2012
936317,Virgie Kubatsch,Cabouco,Portugal,45,(719) 8023915,12/08/2000
941547,Ebonee Gyenes,Pisarzowice,Poland,43,(322) 4666816,21/11/2008
401733,Brandice Titterrell,Shirgjan,Albania,62,(748) 1825544,08/11/2004
155271,Larina Goundry,Kula,Bulgaria,53,(688) 5835647,20/10/2008
137859,Fanny Satterley,Berlin,Germany,28,(624) 6232182,26/08/2003
244365,Sylas Rimbault,Kruševac,Serbia,41,(433) 8644195,28/01/2016
678283,Iosep Geeraert,Pravda,Russia,54,(770) 3345136,03/01/2014
429967,Gray Halfacre,Ereira,Portugal,19,(145) 6755320,20/05/2009
419447,Marta Petraitis,Balakliya,Ukraine,40,(832) 4034602,26/09/2001
311043,Evvy Withinshaw,Bački Petrovac,Serbia,48,(338) 1832614,25/07/2017
735278,Kizzee Larman,Stalís,Greece,62,(659) 5889450,30/01/2001
030791,Andee Hartley,Rijeka,Croatia,22,(659) 5059015,16/06/2014
001828,Lethia Musico,Nossebro,Sweden,46,(348) 1919865,26/10/2001
893733,Jeanette Keenlayside,Tver,Russia,30,(763) 9357164,01/08/2010
146375,Lillis Bloss,Katovice,Czech Republic,61,(573) 7272851,06/10/2015
824124,Lonnie Esberger,Ribeira Seca,Portugal,38,(316) 2928503,13/10/2011
594730,Edlin Gouly,Sukkozero,Russia,23,(915) 9425120,06/10/2006
818870,Laurena Fayre,Nadrupe,Portugal,64,(911) 7254024,11/12/2007
749991,Ferdie Peasey,Filótion,Greece,45,(300) 6310362,26/01/2015
071556,Cyndie Thurske,Pregrada,Croatia,32,(778) 7590421,29/06/2000
089392,Noelle Arnolds,La Talaudière,France,59,(831) 4706147,09/01/2011
158695,Jake Phripp,Yizhivtsi,Ukraine,26,(662) 3391591,21/12/2000
165950,Dionisio Gartsyde,Sibbo,Finland,45,(207) 9735475,31/10/2008
399191,Elke Haughey,Artsvaberd,Armenia,18,(689) 3626246,03/06/2009
601503,Daffi Dufaur,Esposende,Portugal,60,(454) 8139216,26/06/2014
730793,Missy Marciskewski,Petro-Slavyanka,Russia,18,(850) 6971246,06/11/2012
930874,Lenka Streight,Oliveira de Frades,Portugal,55,(905) 5367777,07/03/2007
298829,Karoly MacGray,Hudiksvall,Sweden,29,(669) 7714625,15/09/2015
040668,Haroun Cleator,Postoloprty,Czech Republic,56,(424) 6386866,21/09/2010
499391,Ferdinanda Stendell,Konotop,Ukraine,23,(986) 4866361,08/12/2005
581753,Virge Richichi,Baranów,Poland,30,(417) 5857057,30/08/2014
692821,Lolly Decort,Předklášteří,Czech Republic,18,(347) 7270546,18/03/2013
036521,Shawna Buessen,Belovo,Russia,36,(369) 9594767,21/02/2014
743804,Gennie Karpf,Jawor,Poland,48,(824) 3079638,17/03/2002
441019,Aurlie Olensby,Sitovo,Bulgaria,18,(328) 3363559,21/08/2002
907621,Cordi Francisco,Katoúna,Greece,47,(780) 2789837,23/07/2013
702512,Borg Pleming,Pamplona/Iruña,Spain,57,(875) 5433830,05/02/2009
941199,Dari Duchart,Puget-sur-Argens,France,42,(976) 2736522,21/09/2017
793386,Perry Hallihan,Vaasa,Finland,54,(578) 4066571,18/01/2011
480448,Claribel Goodbairn,Alavieska,Finland,55,(658) 7737818,03/09/2012
686433,Conney Haydney,Vacha,Russia,22,(827) 4523438,07/08/2010
254519,Innis Vipan,Soutelo,Portugal,46,(543) 8716692,08/06/2015
476281,Mendy Rutley,Rumilly,France,30,(536) 7018044,02/03/2010
835093,Jacqui Albers,Dimitrovgrad,Bulgaria,49,(446) 2161468,01/03/2016
577489,Dillon Abele,Amberd,Armenia,36,(986) 2439581,04/10/2012
860392,Cathy Pidon,Sulbiny Górne,Poland,24,(479) 7392460,20/03/2001
783246,Moselle Rivenzon,Göteborg,Sweden,44,(621) 8488174,08/11/2002
509616,Savina Alen,Jagodnjak,Croatia,37,(467) 9516892,07/09/2014
395781,Pia Coste,Ust’-Dzheguta,Russia,27,(680) 3497876,14/04/2008
361425,Shermie Wren,Oslo,Norway,30,(508) 7567166,20/09/2014
235680,Matelda Bedle,Challans,France,63,(769) 8902020,29/04/2010
927186,Manfred Jacob,Nyrkiv,Ukraine,49,(922) 1254338,21/11/2008
507549,Nicholas Bruckshaw,Kotlovka,Russia,58,(865) 3133547,15/10/2005
998715,Alane Swateridge,Nikitinskiy,Russia,28,(161) 4850522,25/12/2013
996246,Ron Cattach,Bratislava,Slovakia,50,(977) 1025810,13/02/2016
239721,Byron Pimblett,Rymättylä,Finland,28,(321) 7893871,12/04/2002
548590,Tarrah Dunderdale,Ishëm,Albania,40,(675) 3653875,30/01/2004
329938,Kit Conerding,Tyresö,Sweden,58,(253) 3103362,05/11/2001
128388,Sandy Rozet,Sergiyev Posad,Russia,25,(627) 2233959,29/09/2005
509386,Saunder McLaverty,Dolní Cerekev,Czech Republic,19,(190) 7290160,13/03/2007
865113,Nichols Amiranda,Vrbas,Serbia,38,(646) 8690118,16/08/2018
553075,Madelle Laxe,Kingscourt,Ireland,39,(782) 2498504,25/04/2004
450797,Rey Doeg,Kabaty,Poland,36,(540) 6070666,12/05/2004
505550,Tabbi Bruinemann,Chemerivtsi,Ukraine,59,(978) 7692071,27/12/2010
305741,Dasha Renish,Falun,Sweden,62,(741) 1678935,23/02/2019
220593,Rayna Zuker,Tabivere,Estonia,65,(275) 9947945,17/10/2008
366582,Danie Aymeric,Veltruby,Czech Republic,39,(101) 3601397,04/02/2006
316225,Filippo Fairham,Hrádek,Czech Republic,55,(706) 7765896,11/12/2003
104058,Zilvia Caroline,Sofádes,Greece,24,(983) 4877772,14/03/2007
447809,Ursala Gilfoy,Imsida,Malta,65,(772) 9915333,06/02/2008
830959,Marlyn Clohissy,Imsida,Malta,37,(815) 8539913,13/10/2012
770904,Kerstin Kelk,Pärnu,Estonia,30,(962) 7145484,02/03/2018
132789,Chaddy Gowling,Bratslav,Ukraine,19,(979) 7936879,11/08/2012
829654,Alair Brigstock,Biny Selo,Azerbaijan,44,(178) 8634673,26/02/2012
559508,Bennie Lange,Novoukrainskiy,Russia,48,(281) 7729594,30/06/2000
556862,Evered Matysik,Pisão,Portugal,20,(901) 5898249,11/07/2013
795146,Dianemarie De Freyne,Ol’ginskaya,Russia,32,(952) 5497528,24/08/2014
149556,Kelsy Davitti,Sélestat,France,33,(800) 3623394,18/06/2001
232218,Enos Denholm,Horad Krychaw,Belarus,30,(737) 9516731,30/07/2018
707929,Caron Garrelts,Gävle,Sweden,62,(275) 7254184,07/02/2012
236747,Ardelle Rothschild,Glasgow,United Kingdom,33,(642) 7490124,23/09/2000
581985,Kasper Craigie,Tsinandali,Georgia,36,(516) 3339884,10/12/2012
218192,Boyce Dunsmore,Água Retorta,Portugal,30,(447) 4967659,03/03/2015
992527,Dael McSperrin,Odoyev,Russia,20,(276) 9323102,19/05/2009
063256,Theadora Skase,Acharnés,Greece,19,(409) 2923598,17/01/2007
552093,Herta McChruiter,Staropavlovskaya,Russia,29,(686) 2744913,20/11/2008
408686,Aurelea Bene,Kukoboy,Russia,31,(361) 4165839,06/08/2012
578463,Cecilla Wollard,Foros de Salvaterra,Portugal,18,(499) 1301587,01/08/2005
284700,Sim Bradden,Monastyryshche,Ukraine,64,(462) 5531890,12/05/2005
742765,Granger Stallworthy,Alvega,Portugal,64,(498) 9825100,23/05/2004
584709,Erinn Wiffler,Łubnice,Poland,44,(112) 8198364,09/10/2010
551810,Lauren Goodwyn,Kallithéa,Greece,54,(584) 9026589,17/07/2000
259103,Malissia Caley,Trångsund,Sweden,52,(139) 6779104,31/05/2013
215035,Leonard Howat,Rodnikovskaya,Russia,48,(257) 7239054,31/12/2000
115026,Mehetabel Beaman,Kavásilas,Greece,59,(262) 4138536,10/08/2000
093598,Tallia Hadcock,Moutfort,Luxembourg,40,(913) 2885227,29/01/2007
815234,Moises Carrier,Łukowa,Poland,33,(974) 7578201,11/10/2017
122886,Laurens Havik,Rešetari,Croatia,20,(482) 1655142,25/09/2006
119833,Kimble Monro,Polyarnyye Zori,Russia,28,(312) 6505155,23/02/2016
970321,Sapphire Lenz,Yeysk,Russia,58,(682) 6569489,25/01/2004
334262,Ulrike Cansdell,Popielów,Poland,63,(622) 7955628,28/09/2016
130426,Jacquelynn Garlic,Dunleer,Ireland,20,(453) 2749160,23/05/2012
539295,Moishe Babalola,Bohus,Sweden,26,(791) 6749224,20/08/2018
920528,Emeline Measom,Satinka,Russia,20,(922) 4476638,26/03/2015
380007,Mercy Quainton,Malšice,Czech Republic,22,(999) 2133500,14/09/2006
126032,Gill Drife,Yurkivka,Ukraine,49,(367) 8146452,10/04/2004
558185,Amalee Schoenrock,Boden,Sweden,29,(450) 7817310,08/05/2005
038940,Emalia Frankton,Nowy Tomyśl,Poland,52,(187) 3382612,21/01/2018
558595,Myrlene Pennells,Çlirim,Albania,56,(706) 8628693,16/07/2005
007648,Godfrey Trewhella,Beya,Russia,20,(680) 1518469,20/10/2005
182277,Winne Izacenko,Vostok,Russia,40,(804) 2405957,04/11/2005
543328,Sashenka Lanktree,Dortmund,Germany,24,(928) 5339122,05/05/2014
454560,Ximenez Guinnane,Konstantinovo,Russia,18,(236) 7064340,15/05/2003
517856,Urson McNysche,Motala,Sweden,35,(695) 9548960,16/10/2004
529372,Bert Reary,Konosha,Russia,45,(713) 3415571,26/01/2012
673543,Dulci Oriel,Podporozh’ye,Russia,18,(572) 2415097,11/07/2016
802350,Janine Grellis,Leppävirta,Finland,63,(248) 4902714,21/12/2016
674564,Wilton Oliva,Paris 02,France,64,(745) 1005350,08/06/2015
942862,Calvin Donnellan,Demyansk,Russia,22,(965) 5053196,18/11/2011
470406,Gregorio MacRannell,Moret-sur-Loing,France,58,(612) 5289917,21/12/2016
213877,Nikos Galliver,Bairros,Portugal,23,(599) 7715914,12/06/2000
381633,Tabbatha Rackham,Quintela,Portugal,54,(734) 3540219,02/04/2005
389019,Jeannine Lotherington,Głuchów,Poland,46,(538) 2456373,25/04/2015
114754,Rufe Kilkenny,Romanovskaya,Russia,32,(175) 8354236,12/12/2011
750610,Lauren Culp,Altıağac,Azerbaijan,49,(406) 4045099,15/05/2005
692759,Moria Clavey,Czemierniki,Poland,49,(576) 2386567,04/12/2000
845824,Darbie Castiblanco,Shevchenkove,Ukraine,38,(721) 7148691,26/04/2019
137209,Radcliffe Attle,Przybyszówka,Poland,23,(389) 9288719,26/02/2002
617211,Livvie Paoloni,Ponikiew,Poland,32,(738) 2432880,23/10/2005
638623,Carilyn Buff,Nizhniy Ufaley,Russia,42,(420) 5101979,12/02/2010
484337,Ekaterina Eatherton,Arras,France,30,(615) 6513904,23/05/2000
020393,Dmitri McAvinchey,Неготино,Macedonia,23,(602) 7336743,04/07/2015
882510,Chadwick Ogle,Ochojno,Poland,44,(360) 6410399,03/05/2017
943850,Filippa Wickey,Woerden,Netherlands,54,(103) 9247004,05/06/2009
382463,Sumner Wannop,Lakkíon,Greece,51,(685) 1286133,06/02/2017
076554,Neale Brotherton,Bolgar,Russia,43,(466) 7899838,13/08/2012
319426,Alyson Bugge,Sheregesh,Russia,37,(570) 6188967,18/04/2006
199582,Tobe Baron,Glasgow,United Kingdom,45,(623) 8881817,09/07/2011
576345,Ermentrude Kennington,Floda,Sweden,50,(362) 1623392,01/11/2007
260196,Lauren Guinery,Nizhniye Vyazovyye,Russia,30,(771) 4072804,14/07/2013
551256,Brockie Bound,Vaxholm,Sweden,62,(546) 1148532,26/12/2007
130588,Portia McCrudden,Novyye Kuz’minki,Russia,50,(839) 6251335,11/12/2013
807577,Cyrillus Pacher,Chegdomyn,Russia,35,(796) 8236756,04/04/2002
250671,Deloris Evers,Arvika,Sweden,37,(134) 8401415,13/10/2012
285008,Moreen Rontsch,Amadora,Portugal,52,(653) 9172669,23/05/2003
525928,Ede Pykerman,Romanovskaya,Russia,57,(322) 6006943,12/08/2012
556982,Caryl Ferandez,Qobu,Azerbaijan,39,(289) 9283402,11/07/2018
807564,Goldarina Dallmann,Lille,France,61,(354) 2408666,29/04/2006
303090,Claudius Artus,Estreito Câmara de Lobos,Portugal,57,(881) 9822363,24/10/2001
465764,Paige Kabisch,Trångsund,Sweden,52,(494) 6709724,27/01/2005
999334,Francesca Crummy,Trondheim,Norway,40,(651) 6827115,13/03/2004
895785,Addi Guillot,Stari Bar,Montenegro,32,(504) 5857725,18/05/2010
620894,Dede Ixor,Berehomet,Ukraine,62,(918) 1911610,12/07/2000
587607,Lorin Gwinnell,Västerås,Sweden,36,(811) 4046882,22/05/2001
218640,Lauritz Sperring,Novhorodka,Ukraine,34,(582) 9034136,23/10/2000
151860,Joel Kilgallen,Chervone,Ukraine,59,(641) 9161171,05/03/2014
784325,Doll Bumpas,Byuravan,Armenia,29,(493) 9455024,06/09/2005
103933,Dusty Ferriman,Bribir,Croatia,59,(503) 8811736,05/06/2004
524078,Sabina McMylor,Quba,Azerbaijan,56,(129) 9170883,26/02/2014
295516,Christoper Weatherhead,Kalajoki,Finland,19,(341) 7699804,18/01/2007
052927,Brande Aleksandrikin,Komenda,Slovenia,34,(194) 8609897,20/10/2002
277446,Gnni Witchalls,Shkodër,Albania,45,(302) 5883314,04/02/2006
420243,Dreddy Kenewell,Starychi,Ukraine,24,(491) 2518445,25/01/2013
546968,Jameson Mullan,Besançon,France,24,(444) 1734938,25/09/2006
820748,Noni Bourgaize,Sevilla,Spain,42,(901) 8994398,03/10/2001
190803,Lavena Hardwidge,Niwiska,Poland,29,(465) 6206728,27/02/2004
700141,Waring Obee,Starý Bohumín,Czech Republic,60,(494) 3092661,26/12/2000
073563,Dehlia Blenkhorn,Profítis Ilías,Greece,18,(559) 1336632,16/01/2006
171300,Joanne Balfe,Koygorodok,Russia,54,(648) 9000948,03/08/2017
172565,Cy Leask,Montesson,France,58,(703) 7939493,14/08/2018
255842,Marnia MacDearmid,Orekhovo-Zuyevo,Russia,56,(791) 8173707,14/11/2018
410773,Karilynn Kumaar,Göteborg,Sweden,34,(493) 8408042,22/10/2010
279456,Corbet Gahagan,Voskresenskoye,Russia,38,(677) 1879242,18/10/2012
675447,Roobbie Kalf,Biwer,Luxembourg,36,(538) 6577837,02/12/2011
887597,Dugald Keers,Queluz de Baixo,Portugal,56,(375) 7364662,03/09/2010
397246,Merola Whiteford,Frýdek-Místek,Czech Republic,63,(457) 6379345,13/03/2010
